record_id,state_ut,state_code,district,city_or_town,source_type,source_subtype,season,sample_date,pH,tds_mg_L,turbidity_NTU,total_hardness_mg_L,chloride_mg_L,nitrate_mg_L,fluoride_mg_L,arsenic_ug_L,uranium_ug_L,iron_mg_L,fecal_coliform_MPN_100mL,arsenic_mg_L,uranium_mg_L,has_chemical_hazard,has_biological_hazard,has_physical_issue,do_not_boil,boil_recommended,breach_details,alert_category,action_code,display_color,is_potable
IWQ-06268,Chhattisgarh,CG,Raigarh,Raigarh,Groundwater,Hand pump,Post-monsoon,2024-11-23,7.58,200.9,8.53,57.4,24.1,66.45,0.436,1.14,6.09,0.191,0.0,0.00114,0.00609,True,False,True,True,False,Nitrate: 66.45 mg/L (Max: 45); Turbidity: 8.53 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06269,Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,Piped tap water,Rural tap (JJM),Post-monsoon,2024-11-02,7.44,161.1,0.74,72.2,43.3,8.11,1.711,0.08,0.47,0.044,0.0,8e-05,0.00047,True,False,False,True,False,Fluoride: 1.711 mg/L (Max: 1.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06270,Chhattisgarh,CG,Korba,Korba,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-05-10,7.07,36.6,0.35,13.2,3.0,4.32,0.156,0.94,2.13,0.252,0.0,0.00094,0.00213,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06271,Chhattisgarh,CG,Dhamtari,Dhamtari,Piped tap water,Rural tap (JJM),Post-monsoon,2024-10-12,7.7,168.1,0.76,93.2,14.8,30.87,0.187,0.54,0.39,0.055,0.0,0.00054,0.00039,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06272,Chhattisgarh,CG,Surguja,Ambikapur,Piped tap water,Rural tap (JJM),Post-monsoon,2024-10-23,7.24,302.0,1.13,162.4,42.3,52.77,0.071,0.28,1.94,0.036,0.0,0.00028,0.00194,True,False,False,True,False,Nitrate: 52.77 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06273,Chhattisgarh,CG,Kanker,Kanker,Surface water,Pond/Lake,Post-monsoon,2024-11-23,7.02,137.0,4.64,30.9,16.0,23.3,0.366,7.22,0.37,0.094,4774.5,0.00722,0.00037,False,True,False,False,True,Coliform: 4774 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06274,Chhattisgarh,CG,Kanker,Kanker,Surface water,River,Post-monsoon,2024-11-10,7.77,45.1,161.97,28.5,11.8,5.89,0.5,0.42,0.58,0.094,3191.5,0.00042,0.00058,False,True,True,False,True,Coliform: 3191 MPN (Max: 0); Turbidity: 161.97 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06275,Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,Groundwater,Hand pump,Post-monsoon,2024-11-25,7.8,162.0,7.09,113.8,24.0,5.28,0.147,1.82,2.4,0.758,0.0,0.00182,0.0024,False,False,True,False,False,Turbidity: 7.09 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06276,Chhattisgarh,CG,Kanker,Kanker,Groundwater,Dug well,Post-monsoon,2024-10-09,6.93,553.9,1.98,301.6,93.4,18.74,0.426,0.35,12.43,0.589,0.0,0.00035,0.01243,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06277,Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,Piped tap water,Municipal tap,Pre-monsoon,2024-06-13,7.01,96.4,0.39,47.1,16.6,6.89,0.138,0.53,0.22,0.054,0.0,0.00053,0.00022,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06278,Chhattisgarh,CG,Korba,Korba,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-04-13,8.61,94.5,0.08,35.1,17.1,9.82,0.217,1.54,1.92,0.046,0.0,0.00154,0.00192,False,False,True,False,False,pH: 8.61 (Range: 6.5-8.5),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06279,Chhattisgarh,CG,Bilaspur,Bilaspur,Groundwater,Dug well,Post-monsoon,2024-11-22,8.01,374.8,2.66,129.0,35.6,5.69,0.47,0.07,30.33,0.287,0.0,7e-05,0.03033,True,False,False,True,False,Uranium: 30.33 ug/L (Max: 30),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06280,Chhattisgarh,CG,Raipur,Raipur,Groundwater,Bore well,Post-monsoon,2024-10-11,6.85,171.9,5.77,55.4,66.9,26.67,0.566,2.41,3.3,2.064,0.0,0.00241,0.0033,True,False,True,True,False,Turbidity: 5.77 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06281,Chhattisgarh,CG,Raigarh,Raigarh,Groundwater,Bore well,Post-monsoon,2024-11-10,6.93,249.8,2.56,167.7,59.3,2.45,0.487,0.73,1.69,0.506,2.1,0.00073,0.00169,False,True,False,False,True,Coliform: 2 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06282,Chhattisgarh,CG,Durg,Bhilai,Groundwater,Hand pump,Pre-monsoon,2024-04-19,7.5,807.1,2.49,242.5,186.0,3.97,0.127,2.47,2.77,0.096,0.0,0.00247,0.00277,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06283,Chhattisgarh,CG,Mahasamund,Mahasamund,Groundwater,Dug well,Pre-monsoon,2024-04-06,7.18,2310.3,0.86,560.0,357.7,3.26,0.172,9.11,2.58,0.034,0.0,0.00911,0.00258,False,False,True,False,False,TDS: 2310.3 mg/L (Max: 2000),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06284,Chhattisgarh,CG,Surguja,Ambikapur,Surface water,River,Post-monsoon,2024-11-25,6.8,84.3,7.77,38.1,10.4,9.55,1.321,0.53,3.75,0.725,4767.8,0.00053,0.00375,False,True,True,False,True,Coliform: 4767 MPN (Max: 0); Turbidity: 7.77 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06285,Chhattisgarh,CG,Bilaspur,Bilaspur,Groundwater,Dug well,Pre-monsoon,2024-06-07,7.25,664.3,16.05,350.5,97.7,9.46,0.202,7.13,0.81,0.422,0.0,0.00713,0.00081,False,False,True,False,False,Turbidity: 16.05 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06286,Chhattisgarh,CG,Raipur,Raipur,Groundwater,Dug well,Pre-monsoon,2024-06-21,8.03,681.6,1.51,316.9,112.3,8.82,0.356,0.84,7.84,0.149,0.0,0.00084,0.00784,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06287,Chhattisgarh,CG,Mahasamund,Mahasamund,Groundwater,Dug well,Pre-monsoon,2024-05-24,7.75,139.7,4.06,42.9,30.5,0.58,0.203,3.16,3.54,0.095,0.0,0.00316,0.00354,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06288,Chhattisgarh,CG,Surguja,Ambikapur,Surface water,Canal,Post-monsoon,2024-11-12,7.29,350.8,41.04,166.8,42.3,2.85,0.158,0.08,2.44,0.115,2412.6,8e-05,0.00244,False,True,True,False,True,Coliform: 2412 MPN (Max: 0); Turbidity: 41.04 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06289,Chhattisgarh,CG,Kanker,Kanker,Surface water,Canal,Post-monsoon,2024-11-19,7.54,46.2,24.76,27.9,5.0,16.37,0.134,0.07,3.17,0.015,4609.6,7e-05,0.00317,False,True,True,False,True,Coliform: 4609 MPN (Max: 0); Turbidity: 24.76 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06290,Chhattisgarh,CG,Mahasamund,Mahasamund,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-05-24,7.79,399.2,1.25,241.7,72.9,9.86,0.09,0.19,1.25,0.282,0.0,0.00019,0.00125,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06291,Chhattisgarh,CG,Bilaspur,Bilaspur,Groundwater,Hand pump,Post-monsoon,2024-11-14,7.29,3141.6,1.64,688.9,416.7,35.58,0.496,1.85,6.44,0.271,0.0,0.00185,0.00644,False,False,True,False,False,TDS: 3141.6 mg/L (Max: 2000),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06292,Chhattisgarh,CG,Kanker,Kanker,Groundwater,Hand pump,Post-monsoon,2024-10-18,7.46,347.2,1.1,197.7,64.5,29.31,0.197,2.41,4.68,0.831,0.0,0.00241,0.00468,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06293,Chhattisgarh,CG,Bastar,Jagdalpur,Piped tap water,Municipal tap,Post-monsoon,2024-10-04,7.65,57.7,0.23,24.6,11.4,24.7,0.393,0.92,8.26,0.069,0.0,0.00092,0.00826,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06294,Chhattisgarh,CG,Janjgir-Champa,Janjgir-Champa,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-06-17,7.39,108.4,0.05,25.8,16.1,3.84,0.601,0.3,2.24,0.109,0.0,0.0003,0.00224,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06295,Chhattisgarh,CG,Korba,Korba,Groundwater,Hand pump,Pre-monsoon,2024-04-25,7.63,179.9,1.55,116.1,37.4,49.46,0.485,0.78,0.26,0.49,0.0,0.00078,0.00026,True,False,False,True,False,Nitrate: 49.46 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06296,Chhattisgarh,CG,Dhamtari,Dhamtari,Groundwater,Dug well,Pre-monsoon,2024-05-04,7.92,605.2,1.97,436.8,119.1,1.29,0.512,0.17,8.71,0.301,0.0,0.00017,0.00871,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06297,Chhattisgarh,CG,Mahasamund,Mahasamund,Surface water,Canal,Post-monsoon,2024-11-05,7.31,417.6,8.13,148.4,123.4,8.68,0.332,0.1,0.93,0.201,957.6,0.0001,0.00093,False,True,True,False,True,Coliform: 957 MPN (Max: 0); Turbidity: 8.13 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06298,Chhattisgarh,CG,Raigarh,Raigarh,Groundwater,Bore well,Pre-monsoon,2024-05-14,7.63,93.7,1.73,38.0,24.3,18.21,0.362,1.23,2.31,1.792,5.5,0.00123,0.00231,True,True,False,True,False,Coliform: 5 MPN (Max: 0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06299,Chhattisgarh,CG,Dhamtari,Dhamtari,Surface water,River,Post-monsoon,2024-11-18,7.84,483.4,96.55,152.5,83.8,50.98,0.101,0.42,0.69,0.355,9735.5,0.00042,0.00069,True,True,True,True,False,Nitrate: 50.98 mg/L (Max: 45); Coliform: 9735 MPN (Max: 0); Turbidity: 96.55 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06300,Chhattisgarh,CG,Raipur,Raipur,Groundwater,Hand pump,Post-monsoon,2024-11-17,7.93,287.4,1.73,116.0,25.4,8.11,0.477,0.98,4.13,0.298,0.0,0.00098,0.00413,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06301,Chhattisgarh,CG,Bilaspur,Bilaspur,Groundwater,Dug well,Pre-monsoon,2024-04-05,7.16,254.3,5.66,104.9,42.4,16.84,0.427,2.08,3.33,0.213,0.0,0.00208,0.00333,False,False,True,False,False,Turbidity: 5.66 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06302,Chhattisgarh,CG,Raipur,Raipur,Surface water,Pond/Lake,Post-monsoon,2024-11-09,7.39,163.6,22.11,72.5,40.3,3.59,0.358,3.55,0.99,0.115,5577.5,0.00355,0.00099,False,True,True,False,True,Coliform: 5577 MPN (Max: 0); Turbidity: 22.11 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06303,Chhattisgarh,CG,Dhamtari,Dhamtari,Groundwater,Dug well,Pre-monsoon,2024-05-21,7.72,253.1,1.19,109.0,46.4,13.95,0.531,0.98,5.11,0.433,0.0,0.00098,0.00511,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06304,Chhattisgarh,CG,Bastar,Jagdalpur,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-05-28,7.5,687.1,0.15,179.7,130.9,17.34,1.141,1.31,16.77,0.059,0.0,0.00131,0.01677,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06305,Chhattisgarh,CG,Dhamtari,Dhamtari,Groundwater,Bore well,Pre-monsoon,2024-04-08,7.93,901.5,11.48,414.7,125.4,27.21,0.359,4.25,5.46,0.127,0.0,0.00425,0.00546,False,False,True,False,False,Turbidity: 11.48 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06306,Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,Groundwater,Hand pump,Post-monsoon,2024-11-19,7.79,93.5,3.37,35.9,26.1,4.52,0.266,0.19,1.4,0.175,0.0,0.00019,0.0014,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06307,Chhattisgarh,CG,Bilaspur,Bilaspur,Groundwater,Hand pump,Pre-monsoon,2024-05-12,7.15,242.7,3.52,111.9,74.3,19.44,0.093,0.29,0.67,0.053,0.0,0.00029,0.00067,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06308,Chhattisgarh,CG,Raipur,Raipur,Surface water,Canal,Post-monsoon,2024-10-17,8.36,271.8,21.19,117.3,39.2,16.74,0.038,0.13,3.73,0.041,625.2,0.00013,0.00373,False,True,True,False,True,Coliform: 625 MPN (Max: 0); Turbidity: 21.19 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06309,Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,Surface water,Pond/Lake,Post-monsoon,2024-10-12,8.35,162.6,4.71,70.9,26.6,23.85,0.051,0.25,0.46,0.307,2832.1,0.00025,0.00046,False,True,False,False,True,Coliform: 2832 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06310,Chhattisgarh,CG,Korba,Korba,Surface water,Canal,Post-monsoon,2024-11-16,7.63,217.6,24.24,127.5,49.4,2.01,0.245,0.44,2.57,0.018,1995.3,0.00044,0.00257,False,True,True,False,True,Coliform: 1995 MPN (Max: 0); Turbidity: 24.24 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06311,Chhattisgarh,CG,Bastar,Jagdalpur,Piped tap water,Municipal tap,Pre-monsoon,2024-06-12,7.54,150.9,0.23,64.6,45.5,16.33,0.418,1.76,0.66,0.216,0.0,0.00176,0.00066,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06312,Chhattisgarh,CG,Raipur,Raipur,Groundwater,Bore well,Pre-monsoon,2024-05-01,6.7,890.4,3.77,426.7,147.7,29.3,0.187,0.32,1.53,0.191,0.0,0.00032,0.00153,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06313,Chhattisgarh,CG,Kanker,Kanker,Piped tap water,Municipal tap,Pre-monsoon,2024-06-03,7.65,128.8,1.3,83.2,16.8,6.53,0.081,9.3,1.23,0.046,0.0,0.0093,0.00123,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06314,Chhattisgarh,CG,Raipur,Raipur,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-04-16,7.57,336.8,0.44,147.5,40.4,13.15,0.219,2.72,0.37,0.195,0.0,0.00272,0.00037,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06315,Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,Groundwater,Bore well,Pre-monsoon,2024-05-06,8.75,343.5,1.57,264.3,92.1,14.49,0.283,0.43,1.39,0.911,0.0,0.00043,0.00139,False,False,True,False,False,pH: 8.75 (Range: 6.5-8.5),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06316,Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,Groundwater,Hand pump,Pre-monsoon,2024-05-24,7.71,453.0,3.22,179.7,113.0,11.18,0.77,2.85,3.87,0.361,13.9,0.00285,0.00387,False,True,False,False,True,Coliform: 13 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06317,Chhattisgarh,CG,Durg,Bhilai,Groundwater,Hand pump,Pre-monsoon,2024-04-17,7.74,379.0,4.09,97.7,101.1,44.33,0.076,2.36,0.18,0.695,0.0,0.00236,0.00018,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06318,Chhattisgarh,CG,Mahasamund,Mahasamund,Surface water,River,Pre-monsoon,2024-05-07,7.32,1194.1,61.33,331.9,184.5,4.62,0.087,1.5,0.23,0.144,7622.3,0.0015,0.00023,False,True,True,False,True,Coliform: 7622 MPN (Max: 0); Turbidity: 61.33 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06319,Chhattisgarh,CG,Janjgir-Champa,Janjgir-Champa,Groundwater,Bore well,Pre-monsoon,2024-06-07,7.27,328.4,2.43,176.5,55.7,3.54,0.124,1.94,0.3,1.313,0.0,0.00194,0.0003,True,False,False,True,False,None,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06320,Chhattisgarh,CG,Dhamtari,Dhamtari,Surface water,Pond/Lake,Post-monsoon,2024-11-17,7.57,133.0,24.17,76.5,27.6,4.94,0.904,0.6,0.29,0.488,2844.9,0.0006,0.00029,False,True,True,False,True,Coliform: 2844 MPN (Max: 0); Turbidity: 24.17 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06321,Chhattisgarh,CG,Korba,Korba,Surface water,Canal,Pre-monsoon,2024-05-16,8.53,360.2,103.47,238.3,72.6,13.43,0.16,2.07,2.23,0.225,2100.1,0.00207,0.00223,False,True,True,False,True,Coliform: 2100 MPN (Max: 0); pH: 8.53 (Range: 6.5-8.5); Turbidity: 103.47 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06322,Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,Groundwater,Bore well,Pre-monsoon,2024-06-09,7.74,250.6,9.72,114.5,100.1,14.17,2.003,0.69,2.32,0.271,0.0,0.00069,0.00232,True,False,True,True,False,Fluoride: 2.003 mg/L (Max: 1.5); Turbidity: 9.72 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06323,Chhattisgarh,CG,Janjgir-Champa,Janjgir-Champa,Surface water,Pond/Lake,Pre-monsoon,2024-06-23,6.28,256.0,30.75,94.1,105.5,12.76,0.416,1.7,0.36,0.188,2644.4,0.0017,0.00036,False,True,True,False,True,Coliform: 2644 MPN (Max: 0); pH: 6.28 (Range: 6.5-8.5); Turbidity: 30.75 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06324,Chhattisgarh,CG,Mahasamund,Mahasamund,Groundwater,Dug well,Post-monsoon,2024-10-02,7.32,151.0,0.51,56.4,54.1,5.8,1.875,1.68,2.57,0.088,0.0,0.00168,0.00257,True,False,False,True,False,Fluoride: 1.875 mg/L (Max: 1.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-06325,Chhattisgarh,CG,Rajnandgaon,Rajnandgaon,Surface water,Pond/Lake,Post-monsoon,2024-11-02,7.38,269.3,37.46,78.0,51.3,1.76,0.082,4.27,0.41,0.101,480.6,0.00427,0.00041,False,True,True,False,True,Coliform: 480 MPN (Max: 0); Turbidity: 37.46 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06326,Chhattisgarh,CG,Surguja,Ambikapur,Groundwater,Hand pump,Post-monsoon,2024-10-13,7.45,375.6,2.76,98.3,83.6,15.99,0.374,0.19,0.55,0.333,0.0,0.00019,0.00055,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06327,Chhattisgarh,CG,Dhamtari,Dhamtari,Surface water,Canal,Post-monsoon,2024-11-07,7.62,88.9,9.73,65.8,16.9,3.77,0.1,1.09,0.51,0.089,529.7,0.00109,0.00051,False,True,True,False,True,Coliform: 529 MPN (Max: 0); Turbidity: 9.73 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06328,Chhattisgarh,CG,Raipur,Raipur,Groundwater,Dug well,Post-monsoon,2024-10-12,7.65,391.4,4.89,97.7,57.4,15.98,1.223,0.24,3.2,0.339,0.0,0.00024,0.0032,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06329,Chhattisgarh,CG,Durg,Bhilai,Groundwater,Bore well,Post-monsoon,2024-10-22,7.7,406.1,2.08,224.6,54.2,9.71,1.312,0.54,3.85,0.633,0.0,0.00054,0.00385,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06330,Chhattisgarh,CG,Mahasamund,Mahasamund,Surface water,Canal,Pre-monsoon,2024-05-15,7.26,179.2,7.54,72.9,21.3,20.46,0.323,0.14,0.34,0.28,813.5,0.00014,0.00034,False,True,True,False,True,Coliform: 813 MPN (Max: 0); Turbidity: 7.54 NTU (Max: 5.0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06331,Chhattisgarh,CG,Durg,Bhilai,Piped tap water,Municipal tap,Pre-monsoon,2024-06-18,7.93,288.7,1.34,126.6,66.5,19.67,0.242,1.29,0.93,0.047,0.0,0.00129,0.00093,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06332,Chhattisgarh,CG,Bilaspur,Bilaspur,Groundwater,Dug well,Pre-monsoon,2024-04-28,6.98,892.3,3.09,507.4,193.7,12.23,0.463,1.47,0.19,0.242,0.0,0.00147,0.00019,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06333,Chhattisgarh,CG,Korba,Korba,Groundwater,Bore well,Pre-monsoon,2024-05-20,7.42,447.1,2.66,167.6,86.7,9.3,0.511,1.89,11.93,0.896,0.0,0.00189,0.01193,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06334,Chhattisgarh,CG,Kanker,Kanker,Groundwater,Hand pump,Post-monsoon,2024-10-16,7.68,104.0,4.95,50.9,11.8,9.34,0.546,0.49,6.49,0.325,40.4,0.00049,0.00649,False,True,False,False,True,Coliform: 40 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06335,Chhattisgarh,CG,Korba,Korba,Surface water,Pond/Lake,Pre-monsoon,2024-06-24,7.63,340.3,4.34,203.1,34.0,3.78,0.162,0.06,0.42,0.007,5664.8,6e-05,0.00042,False,True,False,False,True,Coliform: 5664 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06336,Chhattisgarh,CG,Kanker,Kanker,Surface water,Pond/Lake,Post-monsoon,2024-11-13,7.74,130.2,4.97,37.1,20.2,2.48,0.147,0.52,1.94,0.235,150.2,0.00052,0.00194,False,True,False,False,True,Coliform: 150 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-06337,Chhattisgarh,CG,Raigarh,Raigarh,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-06-19,7.37,138.4,0.29,68.8,18.7,33.26,0.33,1.33,10.3,0.165,0.0,0.00133,0.0103,False,False,False,False,False,None,POTABLE_SAFE,SAFE_TO_DRINK,green,True
IWQ-06338,Chhattisgarh,CG,Raipur,Raipur,Groundwater,Hand pump,Pre-monsoon,2024-06-11,7.07,2400.9,3.62,656.4,350.3,17.96,0.509,3.22,1.13,0.334,0.0,0.00322,0.00113,False,False,True,False,False,TDS: 2400.9 mg/L (Max: 2000),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06339,Chhattisgarh,CG,Janjgir-Champa,Janjgir-Champa,Groundwater,Bore well,Post-monsoon,2024-10-03,6.61,505.1,8.9,305.0,130.9,7.73,0.123,1.39,0.2,0.179,0.0,0.00139,0.0002,False,False,True,False,False,Turbidity: 8.9 NTU (Max: 5.0),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-06340,Chhattisgarh,CG,Raigarh,Raigarh,Piped tap water,Rural tap (JJM),Post-monsoon,2024-10-11,6.35,42.1,0.25,13.7,6.3,18.18,0.331,0.21,1.28,0.121,0.0,0.00021,0.00128,False,False,True,False,False,pH: 6.35 (Range: 6.5-8.5),MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
