record_id,csv_category,engine_category,csv_action_code,engine_action_code,csv_do_not_boil,engine_do_not_boil,csv_is_potable,engine_severity,primary_contaminant,ph,turbidity_ntu,tds_mg_L,total_hardness_mg_L,chloride_mg_L,fluoride_mg_L,arsenic_ug_L,arsenic_mg_L,iron_mg_L,uranium_ug_L,uranium_mg_L,nitrate_mg_L,fecal_coliform_MPN_100mL,state_ut,district,category_match,action_match,do_not_boil_match,anti_boil_violation
IWQ-16210,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.82,11.93,239.1,114.8,52.4,0.36,0.08,8e-05,0.015,1.87,0.00187,5.22,644.4,Jharkhand,Ranchi,True,True,True,False
IWQ-16211,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.4,4.28,212.5,90.1,52.4,0.665,0.6,0.0006,0.29,3.09,0.00309,22.67,7.2,Jharkhand,Giridih,True,True,True,False
IWQ-16212,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,8.01,14.4,150.6,38.7,28.3,0.877,0.34,0.00034,0.43,1.27,0.00127,1.68,954.2,Jharkhand,Dhanbad,True,True,True,False
IWQ-16213,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.76,2.59,468.5,216.2,54.0,0.405,0.57,0.00057,0.37,4.06,0.00406,4.57,0.0,Jharkhand,Giridih,True,True,True,False
IWQ-16214,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Nitrate,7.29,4.74,177.7,69.9,17.8,0.317,1.13,0.00113,0.169,2.07,0.00207,52.84,0.0,Jharkhand,Dhanbad,True,True,True,False
IWQ-16215,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,6.95,0.73,330.0,239.8,84.8,0.082,0.67,0.00067,0.207,2.24,0.00224,3.12,0.0,Jharkhand,Sahibganj,True,True,True,False
IWQ-16216,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Iron,7.53,1.78,324.8,107.8,78.7,0.091,0.78,0.00078,1.698,0.71,0.00071,2.63,0.0,Jharkhand,Ranchi,True,True,True,False
IWQ-16217,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,8.37,0.74,285.8,95.8,73.0,0.219,3.82,0.00382,0.071,0.35,0.00035,11.28,0.0,Jharkhand,Gumla,True,True,True,False
IWQ-16218,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,Turbidity,6.91,5.21,221.0,143.7,25.7,0.673,1.3,0.0013,0.371,9.24,0.00924,6.99,0.0,Jharkhand,Dumka,True,True,True,False
IWQ-16219,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,6.79,3.94,172.1,74.6,17.6,0.107,0.12,0.00012,0.222,0.21,0.00021,22.43,0.0,Jharkhand,East Singhbhum,True,True,True,False
IWQ-16220,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,Turbidity,7.65,7.75,53.8,19.7,8.3,0.105,0.32,0.00032,0.037,6.14,0.00614,1.78,0.0,Jharkhand,Sahibganj,True,True,True,False
IWQ-16221,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Arsenic,7.35,0.14,415.6,319.6,39.1,0.711,34.3,0.0343,0.113,8.15,0.00815,3.27,0.0,Jharkhand,Dumka,True,True,True,False
IWQ-16222,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.0,0.72,89.3,50.9,18.4,0.733,4.29,0.00429,0.235,0.98,0.00098,10.98,0.0,Jharkhand,Gumla,True,True,True,False
IWQ-16223,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Nitrate,7.94,1.77,223.7,118.2,67.2,0.134,0.25,0.00025,0.059,1.65,0.00165,51.68,0.0,Jharkhand,Pakur,True,True,True,False
IWQ-16224,CRITICAL_MIXED_HAZARD,CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Iron,7.89,9.05,365.2,219.3,39.6,0.451,0.47,0.00047,1.184,0.51,0.00051,15.21,53.3,Jharkhand,Hazaribagh,True,True,True,False
IWQ-16225,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Fluoride,6.59,8.64,707.2,285.3,178.6,1.825,0.4,0.0004,1.654,0.12,0.00012,26.47,0.0,Jharkhand,Hazaribagh,True,True,True,False
IWQ-16226,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.24,2.96,261.9,91.2,73.0,0.137,0.17,0.00017,0.148,0.28,0.00028,8.06,0.0,Jharkhand,Pakur,True,True,True,False
IWQ-16227,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Iron,7.79,2.41,102.1,36.7,14.0,0.075,0.88,0.00088,1.835,4.55,0.00455,3.1,0.0,Jharkhand,Ranchi,True,True,True,False
IWQ-16228,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.72,1.89,337.0,203.3,44.7,0.115,0.09,9e-05,0.507,0.66,0.00066,4.62,0.0,Jharkhand,Sahibganj,True,True,True,False
IWQ-16229,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Iron,7.84,23.37,153.7,156.4,18.5,0.679,9.93,0.00993,1.25,1.1,0.0011,13.73,0.0,Jharkhand,Pakur,True,True,True,False
IWQ-16230,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,8.0,51.52,403.3,173.0,64.2,0.231,0.48,0.00048,0.851,1.92,0.00192,9.68,1040.1,Jharkhand,Sahibganj,True,True,True,False
IWQ-16231,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.31,1.57,1372.7,427.6,175.9,0.731,0.59,0.00059,0.223,2.42,0.00242,6.85,0.0,Jharkhand,Palamu,True,True,True,False
IWQ-16232,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,Turbidity,6.78,8.63,105.2,37.4,13.0,0.286,1.31,0.00131,0.168,0.52,0.00052,8.52,0.0,Jharkhand,Ranchi,True,True,True,False
IWQ-16233,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,6.93,18.88,118.0,33.5,26.3,0.203,1.17,0.00117,0.133,0.33,0.00033,14.31,4897.2,Jharkhand,Dumka,True,True,True,False
IWQ-16234,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.42,4.2,367.9,124.5,96.2,0.85,1.41,0.00141,0.02,0.39,0.00039,4.78,3.5,Jharkhand,Sahibganj,True,True,True,False
IWQ-16235,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.29,45.22,175.8,76.1,64.0,0.327,0.66,0.00066,0.184,1.31,0.00131,4.04,2053.7,Jharkhand,Deoghar,True,True,True,False
IWQ-16236,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,8.27,1.31,98.0,96.5,18.1,0.341,1.13,0.00113,0.211,1.73,0.00173,2.2,0.0,Jharkhand,Sahibganj,True,True,True,False
IWQ-16237,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.75,7.99,58.5,37.0,6.9,0.198,0.41,0.00041,0.098,0.98,0.00098,29.06,2423.4,Jharkhand,Gumla,True,True,True,False
IWQ-16238,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,Turbidity,7.71,10.93,267.2,162.2,97.1,0.244,7.1,0.0071,0.035,1.25,0.00125,6.17,0.0,Jharkhand,Dumka,True,True,True,False
IWQ-16239,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,Turbidity,8.0,31.39,92.7,29.3,17.8,0.285,0.2,0.0002,0.362,0.84,0.00084,5.66,0.0,Jharkhand,East Singhbhum,True,True,True,False
IWQ-16240,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.48,3.73,154.4,51.0,22.9,0.406,1.12,0.00112,0.45,0.61,0.00061,4.44,0.0,Jharkhand,Palamu,True,True,True,False
IWQ-16241,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,8.38,0.29,333.1,115.6,51.2,0.066,1.39,0.00139,0.036,0.89,0.00089,1.35,0.0,Jharkhand,East Singhbhum,True,True,True,False
IWQ-16242,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,6.68,1.33,222.4,69.3,30.7,1.192,0.35,0.00035,0.051,0.71,0.00071,15.04,0.0,Jharkhand,Deoghar,True,True,True,False
IWQ-16243,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.75,3.47,191.5,75.6,16.9,0.364,0.39,0.00039,0.297,6.49,0.00649,1.46,0.0,Jharkhand,Pakur,True,True,True,False
IWQ-16244,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.73,2.59,139.4,48.1,25.2,0.161,0.32,0.00032,0.104,0.16,0.00016,9.79,0.0,Jharkhand,Gumla,True,True,True,False
IWQ-16245,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,Turbidity,7.83,6.2,315.4,133.3,78.9,0.396,0.07,7e-05,0.142,2.46,0.00246,5.24,0.0,Jharkhand,Ranchi,True,True,True,False
IWQ-16246,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,Turbidity,7.61,12.93,432.1,291.6,95.9,0.491,1.86,0.00186,0.155,0.37,0.00037,1.23,0.0,Jharkhand,Bokaro,True,True,True,False
IWQ-16247,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Arsenic,7.87,2.58,114.9,51.4,35.6,0.615,21.27,0.02127,0.688,13.41,0.01341,9.24,0.0,Jharkhand,Bokaro,True,True,True,False
IWQ-16248,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Iron,8.12,2.94,410.3,320.1,50.3,1.215,1.09,0.00109,1.029,0.15,0.00015,7.01,0.0,Jharkhand,Giridih,True,True,True,False
IWQ-16249,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,8.06,0.15,418.5,162.1,74.0,0.471,0.71,0.00071,0.155,1.33,0.00133,8.27,0.0,Jharkhand,Palamu,True,True,True,False
IWQ-16250,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.64,4.94,137.6,55.2,42.8,0.159,2.67,0.00267,0.097,0.95,0.00095,19.05,0.0,Jharkhand,Hazaribagh,True,True,True,False
IWQ-16251,CRITICAL_MIXED_HAZARD,CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Nitrate,7.84,30.52,143.4,161.5,26.3,0.039,0.22,0.00022,0.15,0.66,0.00066,72.93,2384.6,Jharkhand,Dhanbad,True,True,True,False
IWQ-16252,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,8.66,9.74,76.5,28.6,9.8,0.22,0.87,0.00087,0.221,0.91,0.00091,2.54,7500.8,Jharkhand,Giridih,True,True,True,False
IWQ-16253,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,8.25,2.49,30.2,21.1,6.2,0.11,0.53,0.00053,0.099,0.81,0.00081,4.49,2092.4,Jharkhand,Dumka,True,True,True,False
IWQ-16254,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Iron,7.68,4.56,136.0,105.8,22.8,0.253,4.88,0.00488,1.064,0.25,0.00025,30.34,0.0,Jharkhand,Palamu,True,True,True,False
IWQ-16255,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Fluoride,7.32,5.32,193.8,144.4,41.9,1.562,3.58,0.00358,0.122,1.24,0.00124,7.25,0.0,Jharkhand,Dumka,True,True,True,False
IWQ-16256,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.12,0.31,105.0,56.2,12.1,0.208,0.56,0.00056,0.008,1.05,0.00105,0.82,0.0,Jharkhand,Sahibganj,True,True,True,False
IWQ-16257,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.34,2.22,603.4,233.5,199.4,0.305,0.74,0.00074,0.232,3.68,0.00368,5.99,0.0,Jharkhand,Palamu,True,True,True,False
IWQ-16258,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,8.02,0.59,212.1,81.5,36.0,0.407,0.07,7e-05,0.395,1.78,0.00178,23.05,0.0,Jharkhand,Hazaribagh,True,True,True,False
IWQ-16259,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.75,1.81,865.1,430.4,118.3,0.188,4.79,0.00479,0.238,0.69,0.00069,2.41,0.0,Jharkhand,East Singhbhum,True,True,True,False
IWQ-16260,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.66,39.61,162.4,52.6,40.1,0.427,1.27,0.00127,0.169,0.69,0.00069,5.78,2215.4,Jharkhand,Gumla,True,True,True,False
IWQ-16261,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,8.31,0.37,84.5,32.2,14.7,1.174,0.49,0.00049,0.046,0.26,0.00026,7.39,0.0,Jharkhand,Bokaro,True,True,True,False
IWQ-16262,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,6.99,0.38,193.9,92.4,53.0,0.29,0.33,0.00033,0.03,0.46,0.00046,11.77,0.0,Jharkhand,Dumka,True,True,True,False
IWQ-16263,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.87,2.64,310.1,115.0,29.3,0.316,0.35,0.00035,0.219,12.21,0.01221,17.25,343.2,Jharkhand,Ranchi,True,True,True,False
IWQ-16264,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.12,3.87,153.3,81.8,18.5,0.689,1.42,0.00142,0.122,0.15,0.00015,37.29,0.0,Jharkhand,Dumka,True,True,True,False
IWQ-16265,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.04,1.73,270.7,160.9,23.4,0.48,2.02,0.00202,0.167,1.18,0.00118,2.14,0.0,Jharkhand,Giridih,True,True,True,False
IWQ-16266,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.7,2.51,249.9,108.2,56.6,1.233,0.43,0.00043,0.329,1.92,0.00192,3.56,0.0,Jharkhand,Pakur,True,True,True,False
IWQ-16267,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.78,3.73,240.3,101.8,36.4,0.285,0.29,0.00029,0.499,0.3,0.0003,22.18,0.0,Jharkhand,Dumka,True,True,True,False
IWQ-16268,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.15,17.07,369.8,117.5,39.5,0.723,0.91,0.00091,0.598,5.05,0.00505,0.98,1414.6,Jharkhand,Ranchi,True,True,True,False
IWQ-16269,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,6.96,5.05,97.8,48.7,22.0,0.664,0.6,0.0006,0.093,0.52,0.00052,14.99,3.6,Jharkhand,Ranchi,True,True,True,False
IWQ-16270,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Iron,7.86,3.91,624.1,333.2,82.7,0.629,0.92,0.00092,1.108,0.84,0.00084,8.7,0.0,Jharkhand,Sahibganj,True,True,True,False
IWQ-16271,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.72,0.29,83.3,25.3,14.7,0.469,2.4,0.0024,0.253,0.78,0.00078,3.33,0.0,Jharkhand,Sahibganj,True,True,True,False
IWQ-16272,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.33,1.46,312.1,126.2,107.2,0.293,0.09,9e-05,0.253,2.06,0.00206,16.46,0.0,Jharkhand,Sahibganj,True,True,True,False
IWQ-16273,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.47,0.45,80.7,37.8,16.1,1.145,0.88,0.00088,0.045,0.39,0.00039,12.81,0.0,Jharkhand,Palamu,True,True,True,False
IWQ-16274,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,Turbidity,7.85,7.55,225.9,64.4,30.3,0.159,0.37,0.00037,0.238,0.73,0.00073,26.12,0.0,Jharkhand,Bokaro,True,True,True,False
IWQ-16275,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.27,1.16,90.2,31.4,30.6,0.259,0.45,0.00045,0.174,3.81,0.00381,15.99,0.0,Jharkhand,Dhanbad,True,True,True,False
IWQ-16276,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,Turbidity,7.71,5.75,435.8,131.0,91.9,0.074,0.75,0.00075,0.477,1.2,0.0012,7.12,0.0,Jharkhand,Ranchi,True,True,True,False
IWQ-16277,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,6.56,0.64,110.6,55.3,27.2,0.045,0.06,6e-05,0.609,0.31,0.00031,16.41,0.0,Jharkhand,Hazaribagh,True,True,True,False
IWQ-16278,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,6.54,45.39,137.0,47.3,21.5,0.147,2.96,0.00296,0.121,0.32,0.00032,15.36,5531.7,Jharkhand,Palamu,True,True,True,False
IWQ-16279,MODERATE_PHYSICAL_PARAM,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,FILTRATION_TREATMENT_RECOMMENDED,False,False,False,MODERATE,pH,8.76,0.63,187.3,69.8,23.0,0.649,2.72,0.00272,0.102,0.04,4e-05,4.42,0.0,Jharkhand,Ranchi,True,True,True,False
IWQ-16280,POTABLE_SAFE,POTABLE_SAFE,SAFE_TO_DRINK,SAFE_TO_DRINK,False,False,True,SAFE,,7.48,4.39,829.7,397.3,202.9,0.422,2.89,0.00289,0.302,2.6,0.0026,2.32,0.0,Jharkhand,Pakur,True,True,True,False
IWQ-16281,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Arsenic,7.98,0.09,169.5,109.2,12.0,0.49,10.58,0.01058,0.028,1.89,0.00189,1.04,0.0,Jharkhand,Dumka,True,True,True,False
IWQ-16282,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Fluoride,8.28,4.64,248.0,117.8,64.8,2.747,0.17,0.00017,0.286,0.46,0.00046,8.8,0.0,Jharkhand,Pakur,True,True,True,False
IWQ-16283,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.04,4.42,686.0,329.3,129.2,0.123,2.7,0.0027,0.046,0.79,0.00079,12.59,8.9,Jharkhand,East Singhbhum,True,True,True,False
IWQ-16284,UNSAFE_BIOLOGICAL_PATHOGEN,UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,BOIL_OR_CHLORINATE_REQUIRED,False,False,False,CRITICAL,E. coli / Thermotolerant Coliform Indicator,7.98,6.23,69.7,25.7,13.5,0.188,0.24,0.00024,0.091,0.24,0.00024,17.74,5075.8,Jharkhand,East Singhbhum,True,True,True,False
IWQ-16285,CRITICAL_CHEMICAL_TOXIN,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,True,True,False,CRITICAL,Iron,7.95,9.46,85.4,28.1,13.9,0.482,2.75,0.00275,1.546,0.32,0.00032,5.64,0.0,Jharkhand,Pakur,True,True,True,False
