record_id,state_ut,state_code,district,city_or_town,source_type,source_subtype,season,sample_date,pH,tds_mg_L,turbidity_NTU,total_hardness_mg_L,chloride_mg_L,nitrate_mg_L,fluoride_mg_L,arsenic_ug_L,uranium_ug_L,iron_mg_L,fecal_coliform_MPN_100mL,arsenic_mg_L,uranium_mg_L,has_chemical_hazard,has_biological_hazard,has_physical_issue,do_not_boil,boil_recommended,breach_details,alert_category,action_code,display_color,is_potable
IWQ-09197,Gujarat,GJ,Gandhinagar,Gandhinagar,Surface water,Pond/Lake,Pre-monsoon,2024-06-24,7.83,363.3,86.88,176.0,47.7,9.42,0.162,1.1,0.32,2.105,4738.5,0.0011,0.00032,True,True,True,True,False,Coliform: 4738 MPN (Max: 0); Turbidity: 86.88 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09230,Gujarat,GJ,Sabarkantha,Himatnagar,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-05-20,7.91,1605.4,1.47,705.0,581.5,24.78,0.179,7.38,13.53,0.134,0.0,0.00738,0.01353,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09237,Gujarat,GJ,Rajkot,Rajkot,Groundwater,Dug well,Pre-monsoon,2024-05-05,7.61,1125.3,3.35,637.1,184.3,16.63,1.225,1.22,3.86,0.292,0.0,0.00122,0.00386,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09242,Gujarat,GJ,Jamnagar,Jamnagar,Piped tap water,Municipal tap,Post-monsoon,2024-10-07,7.82,750.7,1.11,217.4,73.9,10.68,0.402,0.13,4.65,2.045,0.0,0.00013,0.00465,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09251,Gujarat,GJ,Kutch,Bhuj,Groundwater,Dug well,Post-monsoon,2024-11-11,7.66,1654.2,0.75,921.6,200.7,12.78,0.123,0.38,1.37,0.973,0.0,0.00038,0.00137,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09255,Gujarat,GJ,Valsad,Vapi,Groundwater,Bore well,Pre-monsoon,2024-05-21,8.31,797.9,4.63,447.3,237.5,39.6,0.196,0.48,2.4,1.017,0.0,0.00048,0.0024,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09262,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Bore well,Pre-monsoon,2024-06-18,7.84,1767.2,4.22,764.3,257.3,20.32,0.212,0.98,3.49,0.165,0.0,0.00098,0.00349,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09268,Gujarat,GJ,Anand,Anand,Piped tap water,Rural tap (JJM),Post-monsoon,2024-11-03,8.05,946.5,0.33,710.8,129.6,5.77,0.299,0.26,22.13,0.009,0.0,0.00026,0.02213,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09279,Gujarat,GJ,Surendranagar,Surendranagar,Piped tap water,Municipal tap,Pre-monsoon,2024-04-26,8.24,1149.0,0.76,696.4,140.9,7.3,0.574,1.1,1.15,0.596,0.0,0.0011,0.00115,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09302,Gujarat,GJ,Rajkot,Rajkot,Groundwater,Hand pump,Post-monsoon,2024-11-24,7.96,775.9,5.49,402.1,115.5,23.1,0.804,0.54,8.54,2.377,0.0,0.00054,0.00854,True,False,True,True,False,Turbidity: 5.49 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09321,Gujarat,GJ,Kutch,Bhuj,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-06-14,7.94,905.5,0.32,788.6,312.9,55.1,0.49,0.06,1.0,0.137,0.0,6e-05,0.001,True,False,True,True,False,Nitrate: 55.1 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09343,Gujarat,GJ,Morbi,Morbi,Groundwater,Dug well,Pre-monsoon,2024-05-09,7.6,1584.1,2.85,685.9,410.7,5.08,0.262,0.44,0.55,0.595,0.0,0.00044,0.00055,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09350,Gujarat,GJ,Sabarkantha,Himatnagar,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-05-02,7.25,1514.9,0.27,723.7,276.7,6.86,0.846,1.66,11.04,0.209,0.0,0.00166,0.01104,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09351,Gujarat,GJ,Navsari,Navsari,Piped tap water,Rural tap (JJM),Post-monsoon,2024-10-02,7.29,1661.4,0.39,914.3,243.0,8.38,0.322,0.25,5.92,0.046,0.0,0.00025,0.00592,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09354,Gujarat,GJ,Surat,Surat,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-05-23,8.14,1638.3,0.26,870.3,385.4,13.41,0.454,0.03,3.17,0.03,0.0,3e-05,0.00317,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09355,Gujarat,GJ,Porbandar,Porbandar,Surface water,Canal,Post-monsoon,2024-11-02,7.85,1578.9,1.78,734.4,343.9,42.92,0.381,1.23,1.61,0.09,2865.1,0.00123,0.00161,False,True,True,False,True,Coliform: 2865 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-09359,Gujarat,GJ,Kutch,Bhuj,Groundwater,Hand pump,Post-monsoon,2024-11-18,8.3,1977.8,1.18,865.9,329.8,10.62,0.877,0.61,4.25,0.26,0.0,0.00061,0.00425,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09364,Gujarat,GJ,Navsari,Navsari,Groundwater,Bore well,Pre-monsoon,2024-06-11,8.21,1840.9,0.56,680.6,336.5,22.08,0.658,1.74,1.7,0.264,0.0,0.00174,0.0017,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09369,Gujarat,GJ,Jamnagar,Jamnagar,Groundwater,Bore well,Pre-monsoon,2024-04-20,7.98,1288.7,0.78,654.2,167.4,61.09,0.14,0.39,2.79,0.113,0.0,0.00039,0.00279,True,False,True,True,False,Nitrate: 61.09 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09375,Gujarat,GJ,Bhavnagar,Bhavnagar,Groundwater,Bore well,Pre-monsoon,2024-05-26,8.31,1293.0,3.43,754.0,190.4,8.59,0.61,0.25,7.05,0.079,0.0,0.00025,0.00705,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09384,Gujarat,GJ,Patan,Patan,Groundwater,Bore well,Pre-monsoon,2024-05-26,8.88,1285.2,1.58,464.0,192.1,21.48,1.068,0.29,2.46,3.283,0.0,0.00029,0.00246,True,False,True,True,False,pH: 8.88 (Range: 6.5-8.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09395,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Bore well,Pre-monsoon,2024-05-18,7.02,1787.0,1.74,664.5,414.8,8.75,0.608,0.58,5.65,0.098,0.0,0.00058,0.00565,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09407,Gujarat,GJ,Banaskantha,Palanpur,Piped tap water,Rural tap (JJM),Post-monsoon,2024-11-02,8.66,171.7,0.17,63.6,18.4,30.93,0.493,1.65,21.14,1.048,0.0,0.00165,0.02114,True,False,True,True,False,pH: 8.66 (Range: 6.5-8.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09409,Gujarat,GJ,Patan,Patan,Groundwater,Bore well,Pre-monsoon,2024-06-12,7.13,1113.5,2.55,615.6,380.5,10.22,0.182,0.79,16.93,0.107,0.0,0.00079,0.01693,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09457,Gujarat,GJ,Bhavnagar,Bhavnagar,Groundwater,Dug well,Pre-monsoon,2024-06-06,7.82,1300.4,2.55,830.3,212.9,28.54,0.147,0.17,2.15,0.011,1.6,0.00017,0.00215,False,True,True,False,True,Coliform: 1 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-09466,Gujarat,GJ,Morbi,Morbi,Groundwater,Dug well,Pre-monsoon,2024-06-05,7.83,1292.2,3.23,634.8,240.2,1.43,0.558,0.63,1.55,0.349,0.0,0.00063,0.00155,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09467,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Bore well,Post-monsoon,2024-11-05,7.05,1917.8,2.75,732.4,521.8,30.1,0.428,0.41,9.74,0.261,0.0,0.00041,0.00974,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09486,Gujarat,GJ,Gandhinagar,Gandhinagar,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-04-25,8.47,1533.5,0.11,644.4,334.8,26.76,4.097,0.5,0.38,0.038,0.0,0.0005,0.00038,True,False,True,True,False,Fluoride: 4.097 mg/L (Max: 1.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09495,Gujarat,GJ,Morbi,Morbi,Surface water,Pond/Lake,Pre-monsoon,2024-04-06,7.62,508.6,5.36,161.3,113.6,15.0,0.875,0.57,3.22,1.161,1447.8,0.00057,0.00322,True,True,True,True,False,Coliform: 1447 MPN (Max: 0); Turbidity: 5.36 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09499,Gujarat,GJ,Vadodara,Vadodara,Groundwater,Hand pump,Post-monsoon,2024-11-12,7.43,1702.5,3.46,650.3,277.3,20.89,0.097,0.44,12.47,0.058,0.0,0.00044,0.01247,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09500,Gujarat,GJ,Sabarkantha,Himatnagar,Piped tap water,Municipal tap,Post-monsoon,2024-10-18,8.23,1550.1,0.22,642.0,215.2,52.7,0.606,0.11,2.28,0.1,0.0,0.00011,0.00228,True,False,True,True,False,Nitrate: 52.7 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09510,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Dug well,Post-monsoon,2024-10-05,7.64,494.9,3.43,207.0,68.2,15.65,0.124,0.39,6.06,1.199,0.0,0.00039,0.00606,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09516,Gujarat,GJ,Gandhinagar,Gandhinagar,Surface water,Canal,Pre-monsoon,2024-05-03,8.16,1129.9,8.71,470.2,205.1,25.68,0.082,0.07,0.59,1.347,2593.7,7e-05,0.00059,True,True,True,True,False,Coliform: 2593 MPN (Max: 0); Turbidity: 8.71 NTU (Max: 5.0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09524,Gujarat,GJ,Banaskantha,Palanpur,Surface water,River,Pre-monsoon,2024-05-15,7.51,1170.6,2.22,726.4,242.2,129.82,0.147,0.18,3.83,0.591,50887.9,0.00018,0.00383,True,True,True,True,False,Nitrate: 129.82 mg/L (Max: 45); Coliform: 50887 MPN (Max: 0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09527,Gujarat,GJ,Morbi,Morbi,Piped tap water,Rural tap (JJM),Post-monsoon,2024-10-22,7.41,1435.4,1.35,1081.9,322.3,2.75,0.992,0.32,3.08,0.023,0.0,0.00032,0.00308,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09561,Gujarat,GJ,Jamnagar,Jamnagar,Groundwater,Dug well,Pre-monsoon,2024-05-03,7.61,1249.6,4.3,1166.0,211.6,24.36,0.81,0.14,4.3,0.08,0.0,0.00014,0.0043,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09564,Gujarat,GJ,Valsad,Vapi,Piped tap water,Rural tap (JJM),Post-monsoon,2024-10-17,8.24,1556.5,0.33,604.1,385.5,25.57,0.202,0.12,1.97,0.023,0.0,0.00012,0.00197,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09568,Gujarat,GJ,Vadodara,Vadodara,Groundwater,Bore well,Pre-monsoon,2024-06-16,7.83,1790.3,2.41,638.1,251.6,62.85,0.935,0.76,19.74,0.573,6.0,0.00076,0.01974,True,True,True,True,False,Nitrate: 62.85 mg/L (Max: 45); Coliform: 6 MPN (Max: 0),CRITICAL_MIXED_HAZARD,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09619,Gujarat,GJ,Surendranagar,Surendranagar,Groundwater,Bore well,Pre-monsoon,2024-06-18,8.08,1275.9,0.44,735.0,213.2,47.13,0.305,0.16,3.8,0.013,0.0,0.00016,0.0038,True,False,True,True,False,Nitrate: 47.13 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09672,Gujarat,GJ,Gandhinagar,Gandhinagar,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-04-18,7.45,1898.7,1.31,880.6,361.7,7.01,1.166,1.09,3.17,0.306,0.0,0.00109,0.00317,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09674,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Hand pump,Pre-monsoon,2024-06-13,7.72,425.1,3.72,127.9,94.1,31.72,0.409,0.04,11.35,2.183,0.0,4e-05,0.01135,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09697,Gujarat,GJ,Sabarkantha,Himatnagar,Groundwater,Dug well,Post-monsoon,2024-10-17,8.37,1520.2,1.67,629.5,236.9,5.59,0.988,0.15,3.64,0.185,0.0,0.00015,0.00364,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09731,Gujarat,GJ,Vadodara,Vadodara,Piped tap water,Municipal tap,Post-monsoon,2024-11-03,8.68,486.6,0.56,286.6,203.9,14.08,0.262,0.24,10.26,8.048,0.0,0.00024,0.01026,True,False,True,True,False,pH: 8.68 (Range: 6.5-8.5),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09739,Gujarat,GJ,Morbi,Morbi,Piped tap water,Municipal tap,Post-monsoon,2024-11-13,7.77,1488.0,0.5,753.2,349.2,4.68,1.096,0.54,0.78,0.099,0.0,0.00054,0.00078,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09745,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Hand pump,Post-monsoon,2024-11-27,7.96,999.8,4.99,706.2,117.6,12.89,0.201,0.53,51.93,0.616,0.0,0.00053,0.05193,True,False,True,True,False,Uranium: 51.93 ug/L (Max: 30),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09769,Gujarat,GJ,Navsari,Navsari,Groundwater,Bore well,Post-monsoon,2024-11-05,8.03,222.9,5.56,119.0,27.7,35.87,0.179,0.55,12.46,4.603,0.0,0.00055,0.01246,True,False,True,True,False,Turbidity: 5.56 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09780,Gujarat,GJ,Kheda,Nadiad,Groundwater,Dug well,Pre-monsoon,2024-06-07,7.41,1705.2,4.11,732.9,260.2,138.15,0.388,0.03,7.63,0.054,0.0,3e-05,0.00763,True,False,True,True,False,Nitrate: 138.15 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09787,Gujarat,GJ,Surendranagar,Surendranagar,Groundwater,Bore well,Pre-monsoon,2024-04-01,8.12,1023.0,1.06,933.1,255.4,31.89,0.551,0.45,0.55,0.51,0.0,0.00045,0.00055,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09800,Gujarat,GJ,Ahmedabad,Ahmedabad,Groundwater,Dug well,Pre-monsoon,2024-06-05,8.42,1362.8,2.83,664.4,367.6,30.88,0.216,0.74,6.02,0.318,0.0,0.00074,0.00602,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09813,Gujarat,GJ,Ahmedabad,Ahmedabad,Groundwater,Hand pump,Post-monsoon,2024-10-13,8.21,425.9,1.47,158.2,44.8,25.6,0.3,1.92,0.36,2.496,0.0,0.00192,0.00036,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09816,Gujarat,GJ,Rajkot,Rajkot,Groundwater,Bore well,Post-monsoon,2024-10-13,8.22,1557.1,0.9,829.3,292.3,15.03,0.844,0.23,5.21,0.017,0.0,0.00023,0.00521,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09827,Gujarat,GJ,Morbi,Morbi,Groundwater,Dug well,Post-monsoon,2024-11-23,8.03,1362.8,0.3,1029.7,258.1,58.47,0.309,0.29,2.52,0.053,0.0,0.00029,0.00252,True,False,True,True,False,Nitrate: 58.47 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09833,Gujarat,GJ,Rajkot,Rajkot,Groundwater,Dug well,Pre-monsoon,2024-05-19,8.21,1676.2,1.66,785.3,540.0,9.18,0.245,0.06,2.39,0.082,0.0,6e-05,0.00239,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09864,Gujarat,GJ,Patan,Patan,Groundwater,Dug well,Pre-monsoon,2024-04-25,7.62,1159.9,1.09,600.4,151.2,22.59,0.454,0.34,3.3,0.156,0.0,0.00034,0.0033,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09871,Gujarat,GJ,Mehsana,Mehsana,Groundwater,Hand pump,Post-monsoon,2024-11-13,8.29,1540.6,1.1,687.3,238.3,3.55,0.458,0.05,15.28,0.041,0.0,5e-05,0.01528,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09884,Gujarat,GJ,Jamnagar,Jamnagar,Groundwater,Dug well,Pre-monsoon,2024-05-13,8.38,1777.4,0.87,844.2,282.0,45.31,0.779,0.49,2.13,0.072,0.0,0.00049,0.00213,True,False,True,True,False,Nitrate: 45.31 mg/L (Max: 45),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09892,Gujarat,GJ,Mehsana,Mehsana,Groundwater,Bore well,Pre-monsoon,2024-04-21,8.22,1066.0,1.58,966.0,459.8,19.2,0.326,0.16,20.53,0.284,0.0,0.00016,0.02053,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09895,Gujarat,GJ,Amreli,Amreli,Groundwater,Dug well,Pre-monsoon,2024-05-13,7.32,1653.4,1.57,768.4,411.1,17.31,0.455,0.53,8.75,0.447,0.0,0.00053,0.00875,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09911,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Hand pump,Post-monsoon,2024-11-27,8.05,1640.2,2.88,855.5,196.4,23.13,0.332,0.8,1.41,0.019,1.2,0.0008,0.00141,False,True,True,False,True,Coliform: 1 MPN (Max: 0),UNSAFE_BIOLOGICAL_PATHOGEN,BOIL_OR_CHLORINATE_REQUIRED,orange,False
IWQ-09922,Gujarat,GJ,Bhavnagar,Bhavnagar,Piped tap water,Rural tap (JJM),Pre-monsoon,2024-06-27,7.87,1855.9,0.3,658.3,453.4,26.48,0.307,0.79,4.5,0.031,0.0,0.00079,0.0045,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09928,Gujarat,GJ,Banaskantha,Palanpur,Groundwater,Hand pump,Pre-monsoon,2024-06-09,7.92,1792.0,1.74,774.1,512.3,36.12,0.3,2.48,12.48,0.27,0.0,0.00248,0.01248,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09945,Gujarat,GJ,Ahmedabad,Ahmedabad,Groundwater,Hand pump,Pre-monsoon,2024-04-07,8.53,2067.9,1.59,670.8,385.3,5.06,0.665,0.46,24.65,1.8,0.0,0.00046,0.02465,True,False,True,True,False,pH: 8.53 (Range: 6.5-8.5); TDS: 2067.9 mg/L (Max: 2000),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09946,Gujarat,GJ,Porbandar,Porbandar,Groundwater,Bore well,Post-monsoon,2024-11-08,7.93,1458.9,0.81,670.3,291.7,32.96,0.702,0.35,20.67,0.076,0.0,0.00035,0.02067,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09948,Gujarat,GJ,Kutch,Bhuj,Groundwater,Dug well,Pre-monsoon,2024-06-08,7.74,1133.0,2.13,403.2,200.3,0.73,0.456,0.02,4.85,1.114,0.0,2e-05,0.00485,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-09965,Gujarat,GJ,Surat,Surat,Groundwater,Bore well,Post-monsoon,2024-11-11,7.76,1652.3,1.37,612.5,563.9,14.67,0.394,0.64,16.61,0.096,0.0,0.00064,0.01661,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09988,Gujarat,GJ,Valsad,Vapi,Groundwater,Bore well,Pre-monsoon,2024-06-09,8.05,1959.1,3.12,897.2,419.1,42.35,0.804,0.07,10.56,0.108,0.0,7e-05,0.01056,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-09994,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Bore well,Pre-monsoon,2024-06-01,7.74,992.4,0.22,347.4,178.5,26.43,0.259,1.97,0.97,1.422,0.0,0.00197,0.00097,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-10008,Gujarat,GJ,Surendranagar,Surendranagar,Groundwater,Dug well,Pre-monsoon,2024-04-15,7.21,1443.7,7.55,550.8,219.1,39.44,1.059,0.18,4.6,1.764,0.0,0.00018,0.0046,True,False,True,True,False,Turbidity: 7.55 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-10022,Gujarat,GJ,Ahmedabad,Ahmedabad,Groundwater,Hand pump,Post-monsoon,2024-11-19,7.95,1165.3,2.23,716.8,156.4,15.95,0.602,0.48,3.45,1.153,0.0,0.00048,0.00345,True,False,True,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-10041,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Bore well,Post-monsoon,2024-10-05,8.11,865.5,3.32,365.9,236.4,44.73,0.527,0.39,15.47,1.359,0.0,0.00039,0.01547,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-10045,Gujarat,GJ,Junagadh,Junagadh,Piped tap water,Municipal tap,Post-monsoon,2024-11-11,7.67,1426.3,0.95,663.7,263.4,29.92,0.854,0.08,1.69,0.338,0.0,8e-05,0.00169,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-10054,Gujarat,GJ,Kutch,Bhuj,Groundwater,Bore well,Post-monsoon,2024-11-24,7.94,1310.9,0.76,805.0,162.9,39.49,0.195,1.11,0.8,0.13,0.0,0.00111,0.0008,False,False,True,False,False,,MODERATE_PHYSICAL_PARAM,FILTRATION_TREATMENT_RECOMMENDED,yellow,False
IWQ-10081,Gujarat,GJ,Gandhinagar,Gandhinagar,Groundwater,Hand pump,Post-monsoon,2024-11-15,7.47,1630.0,7.66,1195.8,568.6,30.09,0.894,0.5,1.54,1.373,0.0,0.0005,0.00154,True,False,True,True,False,Turbidity: 7.66 NTU (Max: 5.0),CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
IWQ-10090,Gujarat,GJ,Ahmedabad,Ahmedabad,Piped tap water,Rural tap (JJM),Post-monsoon,2024-11-03,7.86,744.9,1.16,165.7,120.0,6.21,0.158,0.08,8.02,1.171,0.0,8e-05,0.00802,True,False,False,True,False,,CRITICAL_CHEMICAL_TOXIN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,red,False
