record_id,csv_category,engine_category,csv_action,engine_action,csv_do_not_boil,engine_do_not_boil,chemical_flag_csv,biological_flag_csv,fluoride,arsenic_ug,arsenic_mg,nitrate,fecal_coliform,turbidity,tds,ph,state,district
IWQ-10529,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.272,0.39,0.00039,6.75,0.0,2.12,890.1,8.26,Gujarat,Anand
IWQ-10549,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.023,0.27,0.00027,8.2,0.0,11.21,719.9,8.56,Gujarat,Junagadh
IWQ-10552,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.261,0.84,0.00084,6.28,0.0,5.62,1355.5,8.27,Gujarat,Junagadh
IWQ-10563,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.188,0.48,0.00048,12.05,0.0,4.08,874.0,7.69,Gujarat,Porbandar
IWQ-10567,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.273,0.8,0.0008,17.03,0.0,0.86,963.4,7.81,Gujarat,Jamnagar
IWQ-10578,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.57,7.24,0.00724,19.4,0.0,3.82,365.9,7.91,Gujarat,Sabarkantha
IWQ-10593,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.232,0.05,5e-05,18.15,0.0,0.8,2993.8,8.07,Gujarat,Gandhinagar
IWQ-10600,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.431,0.11,0.00011,8.6,678.3,9.21,337.3,9.09,Gujarat,Valsad
IWQ-10615,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.349,0.2,0.0002,13.93,0.0,5.23,4699.9,8.18,Gujarat,Banaskantha
IWQ-10620,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.265,1.99,0.00199,7.97,0.0,0.5,287.0,8.47,Gujarat,Junagadh
IWQ-10628,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.671,1.16,0.00116,5.91,0.0,23.83,693.3,7.46,Gujarat,Jamnagar
IWQ-10643,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.301,0.87,0.00087,24.53,0.0,3.22,1287.5,8.03,Gujarat,Porbandar
IWQ-10644,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.445,1.27,0.00127,18.26,0.0,1.02,569.9,7.66,Gujarat,Navsari
IWQ-10666,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.213,0.38,0.00038,2.52,5063.0,7.78,975.5,7.24,Gujarat,Valsad
IWQ-10669,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.722,0.2,0.0002,22.73,0.0,1.02,162.7,7.57,Gujarat,Sabarkantha
IWQ-10692,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.634,0.52,0.00052,7.11,0.0,3.45,399.3,8.53,Gujarat,Banaskantha
IWQ-10704,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.052,0.03,3e-05,3.05,0.0,1.2,481.4,7.93,Gujarat,Banaskantha
IWQ-10711,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.364,2.45,0.00245,20.03,0.0,0.44,1197.3,7.77,Gujarat,Jamnagar
IWQ-10715,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.281,0.12,0.00012,5.23,0.0,4.47,844.9,7.61,Gujarat,Mehsana
IWQ-10721,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.421,0.24,0.00024,0.88,0.0,1.84,2643.9,7.54,Gujarat,Junagadh
IWQ-10741,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.032,1.85,0.00185,8.13,0.0,7.42,727.7,7.29,Gujarat,Gandhinagar
IWQ-10742,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.001,1.93,0.00193,7.19,0.0,0.85,667.7,8.11,Gujarat,Morbi
IWQ-10747,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.539,0.66,0.00066,27.14,0.0,2.04,8819.0,7.43,Gujarat,Porbandar
IWQ-10748,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.226,0.79,0.00079,10.4,0.0,0.19,1335.8,7.93,Gujarat,Bhavnagar
IWQ-10762,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.084,0.22,0.00022,16.02,0.0,1.58,584.6,8.15,Gujarat,Surat
IWQ-10764,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.22,0.2,0.0002,5.68,0.0,1.16,1051.5,8.0,Gujarat,Junagadh
IWQ-10767,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.452,0.39,0.00039,7.27,0.0,2.22,420.8,7.21,Gujarat,Porbandar
IWQ-10771,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.183,0.12,0.00012,32.72,0.0,1.99,4122.1,7.83,Gujarat,Kheda
IWQ-10775,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.237,0.56,0.00056,4.3,0.0,0.6,262.4,7.97,Gujarat,Anand
IWQ-10779,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.628,2.26,0.00226,8.62,0.0,5.27,880.6,7.49,Gujarat,Jamnagar
IWQ-10783,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.259,0.36,0.00036,4.94,0.0,5.99,746.3,8.18,Gujarat,Morbi
IWQ-10788,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.012,0.29,0.00029,36.77,0.0,0.54,1024.6,7.18,Gujarat,Jamnagar
IWQ-10789,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.186,0.82,0.00082,4.95,0.0,16.26,884.1,7.63,Gujarat,Kheda
IWQ-10801,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.075,0.05,5e-05,4.37,0.0,0.11,226.5,7.59,Gujarat,Gandhinagar
IWQ-10809,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.089,0.4,0.0004,13.79,0.0,1.94,375.1,8.34,Gujarat,Surendranagar
IWQ-10834,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.472,0.48,0.00048,24.21,0.0,1.9,530.1,7.67,Gujarat,Bhavnagar
IWQ-10849,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.038,0.02,2e-05,10.66,0.0,0.61,1801.7,7.79,Gujarat,Porbandar
IWQ-10860,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.448,0.89,0.00089,4.51,0.0,15.74,310.3,7.92,Gujarat,Junagadh
IWQ-10877,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.006,0.18,0.00018,21.75,0.0,0.35,517.4,7.54,Gujarat,Anand
IWQ-10879,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.406,0.05,5e-05,1.76,0.0,0.6,665.8,7.91,Gujarat,Kheda
IWQ-10917,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.558,0.34,0.00034,18.01,0.0,1.05,482.5,7.94,Gujarat,Gandhinagar
IWQ-10918,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.397,0.41,0.00041,25.36,0.0,1.72,286.5,7.9,Gujarat,Sabarkantha
IWQ-10919,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.063,1.29,0.00129,34.8,0.0,0.93,493.6,8.96,Gujarat,Sabarkantha
IWQ-10922,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.3,0.05,5e-05,7.05,13405.4,6.36,361.3,8.08,Gujarat,Valsad
IWQ-10934,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.447,3.01,0.00301,3.53,0.0,2.64,759.3,7.47,Gujarat,Valsad
IWQ-10938,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.869,0.14,0.00014,16.84,0.0,0.79,399.5,7.19,Gujarat,Junagadh
IWQ-10959,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.181,0.06,6e-05,3.79,0.0,2.48,326.9,7.96,Gujarat,Navsari
IWQ-10972,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.396,0.12,0.00012,25.05,0.0,15.36,298.7,8.4,Gujarat,Amreli
IWQ-10973,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.159,0.01,1e-05,17.05,0.0,3.99,1563.3,8.17,Gujarat,Bhavnagar
IWQ-10974,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.296,0.06,6e-05,2.35,0.0,0.99,1257.1,8.13,Gujarat,Kutch
IWQ-10977,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.022,0.41,0.00041,22.78,0.0,7.09,1525.7,7.63,Gujarat,Anand
IWQ-10987,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.247,5.69,0.00569,3.3,0.0,8.24,473.1,7.32,Gujarat,Valsad
IWQ-11001,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.397,0.15,0.00015,27.65,0.0,0.26,688.0,8.18,Gujarat,Gandhinagar
IWQ-11004,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.386,0.44,0.00044,27.49,0.0,0.42,1463.8,7.89,Gujarat,Gandhinagar
IWQ-11013,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.153,0.1,0.0001,5.0,0.0,0.93,444.0,7.23,Gujarat,Vadodara
IWQ-11015,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.138,0.07,7e-05,25.73,169.5,24.67,417.7,7.18,Gujarat,Surendranagar
IWQ-11023,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.018,0.35,0.00035,13.57,0.0,0.48,154.2,8.05,Gujarat,Ahmedabad
IWQ-11041,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.01,0.04,4e-05,10.48,0.0,0.38,419.3,7.03,Gujarat,Patan
IWQ-11044,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.563,1.56,0.00156,23.81,0.0,1.72,517.4,7.29,Gujarat,Vadodara
IWQ-11051,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.221,0.04,4e-05,22.97,0.0,4.59,303.1,7.92,Gujarat,Gandhinagar
IWQ-11066,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.318,0.06,6e-05,14.83,0.0,1.31,802.6,8.31,Gujarat,Mehsana
IWQ-11073,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.824,1.85,0.00185,15.44,0.0,1.01,771.0,7.85,Gujarat,Gandhinagar
IWQ-11080,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.162,8.44,0.00844,35.13,0.0,0.97,526.3,8.44,Gujarat,Surat
IWQ-11082,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.056,0.37,0.00037,7.27,0.0,0.32,539.8,7.66,Gujarat,Kutch
IWQ-11083,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.946,0.04,4e-05,40.7,0.0,1.73,576.7,7.85,Gujarat,Junagadh
IWQ-11085,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.065,0.11,0.00011,37.71,0.0,2.7,405.0,7.92,Gujarat,Gandhinagar
IWQ-11100,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.173,3.7,0.0037,8.5,0.0,0.2,344.8,7.27,Haryana,Rewari
IWQ-11110,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,1.0,1.58,0.00158,12.16,0.0,0.97,4545.1,8.43,Haryana,Rewari
IWQ-11111,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.351,1.24,0.00124,9.65,0.0,0.28,323.0,8.21,Haryana,Nuh
IWQ-11117,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.166,0.96,0.00096,2.67,0.0,4.96,1087.0,8.45,Haryana,Kaithal
IWQ-11130,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.524,0.65,0.00065,5.84,60.6,7.83,188.8,7.31,Haryana,Karnal
IWQ-11154,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.782,0.14,0.00014,6.49,0.0,28.43,293.6,8.77,Haryana,Yamunanagar
IWQ-11168,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.781,3.0,0.003,3.26,0.0,0.62,922.6,8.6,Haryana,Rewari
IWQ-11177,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.548,0.13,0.00013,14.94,0.0,0.24,956.4,8.29,Haryana,Panipat
IWQ-11185,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.1,0.12,0.00012,24.62,0.0,1.45,2059.5,7.8,Haryana,Gurugram
IWQ-11195,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,1.226,1.07,0.00107,30.96,2320.6,13.52,307.7,8.22,Haryana,Mahendragarh
IWQ-11199,CRITICAL_MIXED_HAZARD,UNSAFE_BIOLOGICAL_PATHOGEN,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,BOIL_OR_CHLORINATE_REQUIRED,True,False,True,True,0.24,0.46,0.00046,5.04,1564.5,8.61,736.7,7.96,Haryana,Rewari
IWQ-11216,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.224,0.69,0.00069,7.35,0.0,7.84,705.1,7.89,Haryana,Fatehabad
IWQ-11217,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.031,0.84,0.00084,38.99,0.0,1.57,1012.0,7.61,Haryana,Jhajjar
IWQ-11221,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.109,0.31,0.00031,40.23,0.0,1.42,692.1,8.06,Haryana,Jind
IWQ-11270,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.314,2.0,0.002,6.85,0.0,9.39,740.9,7.57,Haryana,Yamunanagar
IWQ-11272,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.155,0.43,0.00043,20.15,0.0,1.99,738.2,7.88,Haryana,Faridabad
IWQ-11283,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.078,0.35,0.00035,8.36,0.0,5.57,341.4,7.11,Haryana,Nuh
IWQ-11284,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.424,8.45,0.00845,25.11,0.0,0.91,752.6,7.56,Haryana,Bhiwani
IWQ-11288,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.23,6.14,0.00614,38.4,0.0,13.22,412.5,7.61,Haryana,Kaithal
IWQ-11295,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.432,2.12,0.00212,38.61,0.0,0.99,207.3,7.43,Haryana,Jhajjar
IWQ-11311,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.472,0.83,0.00083,22.11,0.0,1.19,895.4,7.63,Haryana,Hisar
IWQ-11312,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.097,0.32,0.00032,27.61,0.0,2.49,650.1,8.41,Haryana,Hisar
IWQ-11322,CRITICAL_CHEMICAL_TOXIN,MODERATE_PHYSICAL_PARAM,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,FILTER_AND_RETEST,True,False,True,False,0.907,5.27,0.00527,16.94,0.0,2.81,813.9,7.94,Haryana,Mahendragarh
IWQ-11341,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.029,0.97,0.00097,26.94,0.0,2.07,2168.0,7.97,Haryana,Sonipat
IWQ-11344,CRITICAL_CHEMICAL_TOXIN,POTABLE_SAFE,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,SAFE_TO_DRINK,True,False,True,False,0.574,1.84,0.00184,22.1,0.0,0.93,157.5,7.92,Haryana,Nuh
IWQ-11348,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.379,1.87,0.00187,13.85,0.0,4.3,489.7,8.54,Haryana,Sirsa
IWQ-11349,MODERATE_PHYSICAL_PARAM,CRITICAL_CHEMICAL_TOXIN,FILTRATION_TREATMENT_RECOMMENDED,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.161,1.63,0.00163,13.01,0.0,2.15,1482.5,8.09,Haryana,Fatehabad
IWQ-11350,POTABLE_SAFE,CRITICAL_CHEMICAL_TOXIN,SAFE_TO_DRINK,DO_NOT_BOIL_ALTERNATIVE_SOURCE_ONLY,False,True,False,False,1.435,0.64,0.00064,4.22,0.0,4.36,300.3,7.75,Haryana,Faridabad
